no	store	title	explanation	price	view	deliveryfee	category	category_sub	category_detail	state
498	79	하트 누빔 여아 설 원피스 생활 한복 설빔	새상품 하트한복세트 스트라이프 5단 옴브레 치마에 2온스 하트 누빔원단으로 넘 귀여워요! S(12m~3y) 하트보넷 M(6-12m) 네고❌교환환불❌	56800	24	1	18	129	513	3
499	16	리미떼두두 티셔츠 뽀글이티 겨울티	표기사이즈 : L 중고 특성상 덜 예민한 분만요~~^^ 상점내 합산가능	13000	29	0	18	130	514	2
500	86	2023봄신상/ 쟈니 블라우스 셔츠	사이즈 : 80, 90, 100, 110, 120, 130, 140 🎊 선주문,순차발송으로 진행되며, 입금 후 오더를 넣었을경우 취소가 불가능합니다. 품절 취소 OK!. 사이즈 변경 OK! 🍓 판매상품 중 재고 보유 상품도 있지만 해외에서 입고되는 상품도 있습니다.^^ 🚛 배송일 <공휴일제외> 재고보유 상품 / 평균 1~2일, 물량증가 2~3일 소요. 재고소진 후 입고예정상품 / 평일기준 7~15일 (한국,중국 대명절일경우 더소요될 수 있으니 넉넉히 생각해주시고 주문주세욧~!♡) 🎁 교환&반품 관련 고객변심/박음질/미세한 불량으로 교환불가 @___@ 교환배송비 / 6,000원 반품 / 불가 🎈사이즈상담 사이즈상담은 카톡친추하여 문의주시거나 번톡으로 연락주시면 24시간 친절하게 칼답해드려용!	20800	5	1	18	130	515	3
501	73	랄프로렌폴로 프릴가디건	폴로정품 면가디건 블루 사이즈 7세 컨디션 10/9 가볍게 입히시기좋아요 간절기때도 활용도 좋답니다~ 🍒일반택배 3000 🍒편의점 반값택배 2000 🍒중고특성상 환불반품교환× 🍒중고감안 예민하신분은 패쓰해주세여~~♡ 🍒 에눌문의 받지않습니당~~	12000	9	1	18	130	516	3
502	5	봉쁘앙 체리금사니트 4y	구입후 3회착용 상태 좋아요	100000	6	0	18	130	517	2
503	41	버버리키즈 퀼팅4Y 택채새상품	4Y 버버리퀼팅자켓 택채 새상품입니다 선물 받고 아직도 커서 착용못하고 그냥 판매해요 하프한 기장으로 사이즈 넉넉하게 나왔어요.	265000	15	1	18	130	508	2
504	6	아동옷	20221년 구매 딱 한철 예쁘게 몇번 안입혔어요 타이트하게 나온사이즈입니다 큰5세~작은7세까지 딱예쁘게 맞을듯해요	35000	2	0	18	130	518	2
505	48	여아 꽃자수 골덴원피스	구매후 아이가 안입겠다해서 한번밖에못입어봐서 상태좋아요 사이즈는 6t 130정도 됩니다 작년에 입었을때 사진도같이올립니다 참고하시고 연락주세요 직거래는 시흥배곧입니다 택배는 cu반값택배포함하여 발송	18000	24	0	18	130	505	2
506	22	리미떼두두상하복	양면가능한 상하세트입니다. 안쪽은 보풀제거하심 될것같습니다. xs사이즈. 4세상반까지입혀도가능요. ㅡ택배비3800 ㅡ중고거래특성상 교환,환불 안되요	23000	123	1	18	130	519	3
507	64	새상품 보보쇼즈	택도 그대로있는 새상품입니다 사이즈는 사진에 있는 그대로이구요 cu반값 가능해요	35000	14	1	18	130	520	1
508	51	2023봄신상/ 미우미우 셔츠&재킷&스커트	디자인 : 블루셔츠 / 재킷 / 스커트 사이즈 : 80, 90, 100, 110, 120, 130 블루셔츠 \ 21,600원 재킷 \ 24,800원 스커트 \ 22,400원 🎊 선주문,순차발송으로 진행되며, 입금 후 오더를 넣었을경우 취소가 불가능합니다. 품절 취소 OK!. 사이즈 변경 OK! 🍓 판매상품 중 재고 보유 상품도 있지만 해외에서 입고되는 상품도 있습니다.^^ 🚛 배송일 <공휴일제외> 재고보유 상품 / 평균 1~2일, 물량증가 2~3일 소요. 재고소진 후 입고예정상품 / 평일기준 7~15일 (한국,중국 대명절일경우 더소요될 수 있으니 넉넉히 생각해주시고 주문주세욧~!♡) 🎁 교환&반품 관련 고객변심/박음질/미세한 불량으로 교환불가 @___@ 교환배송비 / 6,000원 반품 / 불가 🎈사이즈상담 사이즈상담은 카톡친추하여 문의주시거나 번톡으로 연락주시면 24시간 친절하게 칼답해드려용!	68800	25	1	18	130	521	2
509	69	르망고 유아 수영복 s	지난주에 물놀이 가려고 샀는데 텍떼고 보니 너무 꽉맞아서 판매합니다 xs 사이즈 아이가 입으면 맞을듯해요 새상품입니다 실물 훨씬귀여워요	40000	64	0	18	130	522	1
510	56	무냐무냐 아동 극세사잠옷(수면잠옷) 65	무냐무냐 극세사재질 수면잠옷 러블리한 북극곰 일러스트 & 핑크컬러 65 사이즈 가슴반품 38 하의총장 65 많이 입지 않아서 상태 깨끗하고 좋아요 오염 얼룩 손상없고 세탁완료 되었어요 백화점브랜드답게 길에서 흔히보는 수면재질과 달리 더 부드럽고 고급스럽고 변형이 적어요 반값택배 괜찮으시면 택배비 제가 부담할게요 😊	15000	5	1	18	130	523	1
511	57	소요한복 아기사슴 110	소요한복 아기사슴 와인 110(~5세) 딸아이는 어깨가 좁고,두상도 작은편이라 6세까지 입었어요 지금은 조바위랑 복주머니가 나오지 않네요ㅠ 조바위 단면사이즈가 20cm정도되네요 한복사이즈는 사진 참고해주세요 상태최상	50000	11	1	18	130	524	1
512	14	(145) 블루독 주니어 니트 11y	(145) 블루독 주니어 니트 11y 📦cj 대한통운 택배 3,500원 (반택❌) 제주 6,000 (반택x) ✔7만원 이상 무료배송 ✔ 번개페이 가능 💳 대부분의 제품은 새제품이 아닌 빈티지제품으로 미세한 얼룩,보풀 있을 수 있습니다. 마음대로 네고, 가격측정 하지 말아주세요 ❌ 판매금액은 제품상태에 측정되니 참고 바랍니다. 상품 컨디션, 상세 사이즈 언제 든지 문의 주셔도 됩니다 꼼꼼한 체크 후 구매 부탁드려요	15000	15	1	18	131	514	1
513	79	2023봄신상/ 뿜뿜셔츠	색상 : 블루스트라이프 / 화이트 사이즈 : 80, 90, 100, 110, 120, 130 🎊 선주문,순차발송으로 진행되며, 입금 후 오더를 넣었을경우 취소가 불가능합니다. 품절 취소 OK!. 사이즈 변경 OK! 🍓 판매상품 중 재고 보유 상품도 있지만 해외에서 입고되는 상품도 있습니다.^^ 🚛 배송일 <공휴일제외> 재고보유 상품 / 평균 1~2일, 물량증가 2~3일 소요. 재고소진 후 입고예정상품 / 평일기준 7~15일 (한국,중국 대명절일경우 더소요될 수 있으니 넉넉히 생각해주시고 주문주세욧~!♡) 🎁 교환&반품 관련 고객변심/박음질/미세한 불량으로 교환불가 @___@ 교환배송비 / 6,000원 반품 / 불가 🎈사이즈상담 사이즈상담은 카톡친추하여 문의주시거나 번톡으로 연락주시면 24시간 친절하게 칼답해드려용!	22400	4	1	18	131	515	2
514	9	닥스 아동 리본데코 니트가디건 네이비150(13Y)(HU19491)	상세설명 실측사이즈 (단면 cm) 어 깨 : 33 가 슴 : 43 소 매 : 55 총 장 : 47 ● 브랜드 제품에 적힌 사이즈와 실측사이즈가 다를 수 있으니, 꼭 실측사이즈를 확인 후에 구매 부탁드립니다. 측정 범위에 따라 1~3 cm 정도의 오차가 있을 수 있습니다. 제품 색상은 모니터 해상도에 따라 차이가 약간 있을 수 있습니다. 문의는 톡주세요	27900	31	0	18	131	516	1
515	65	아이러브제이 반짝 자수 가디건 140, 미국 브랜드 스커트	작년 가을에 정가에 구매한 쨍한 그린색 가디건이에요~ 버튼 색상도 하나씩 다르고 형광핑크가 포인트라 입히면 너무도 예뻐요:) 안쪽 텍에 스페어 단추 잘 있고 따로 텍과 비닐 그대로 보관중이라 같이 보내드릴께요 6살때 한단 접어서 좀 루즈하게 입혔고 올해에는 아이가 상하복만 입어서 아쉽지만 보냅니다 ㅠㅜㅠㅜ 모델 아이 핏처럼 입히려면 8-9세 추천드립니다, 손꼽게 입혀서 얼룩이염없지만 보풀은 어쩔수가 없네요,, (최대한 잘보이게 찍었어요) 대신 지난달에 미국직구로 구입한 니트 스커트 같이 보내드립니다, 이것도 140 정도 사이즈라 같이 입혀도 되고 따로 입혀도 너무 예쁠것 같아요~ 원래 130사이즈라해서 구입한건데 너무 크게 나와 못 입히고 치마거부하셔서 같이 보냅니다 ,, 환불 반품x	39000	20	0	18	131	517	2
516	58	구스다운 롱패딩 150	새상품 150 품 44, 기장 73 구스다운- 솜털 80, 깃털 20 조카한테 주려고 샀는데 너무 크네요 선물로 구매했던 거라 몇세가 입어야 하는지 잘 몰라요 정확한 답변 못 해드립니다 ㅜㅠ 모자털 탈부착 가능하구여 가볍고 적당히 볼륨감 있어요 따뜻합니다 일괄로 가져가시면 택배비 제가 부담해욤 개당가격, 반택가능, 이염주의	25000	49	1	18	131	508	3
517	56	100사이즈 닥스키즈 후리스 뽀글이 정품 블랙	🙅‍♀️교환환불 불가🙅🏿‍♂️ 깨끗해요 드라이완료 하자없어요 택배비는 3500 선불로 받을께요. 반값택배는 + 1600. 두벌이상 2400 gs25, cu 둘 다 가능합니다. 🚚배송은 익일송장번호 부여 🚨당일배송 오전7시 주문까지🚨 ☝️더많은옷 쉽게보는 방법☝️ 맨윗 상단 오른쪽 "보기옵셥"클릭 Ex)90사이즈 검색 또는 "폴로" 브랜드명 검색	100000	11	1	18	131	518	1
518	76	L) 베베베베 유아 니트 원피스	1. 택배비는 별도예요^^ 배송비 경기,서울 + 3000 그 외 타지역 + 3500 입니다 :-) 2. 중고거래인만큼. 중고인 만큼. 쿨거래 해주세요^^ 중고거래 특성상 반품 .교환. 환불은 안되오니. 신중한 구매를 부탁드려요 :-) 3. 혹시라도 불만이나. 건의 하실 있으시면 따로 이야기를 주세요^^! 오염이나. 문제 있는 부분은 되도록 미리 알려드리는데, 옷이 많다보니 혹 발견 못할 때도 있습니다~ 절대 의도적인 부분은 없으니 따로 말씀주세요~ 4. 중고 기준 나름 저렴하게 올리는 거니 너무 무리한 에눌은 피해주세여~^^ 5. 옷이 많아서 정리가 어려워요~ 문자 주고 받다가 상세컷이랑 문의 답변 다 드렸는데 중간에 말 끊어버리시고 그러시면 힘들어요~ ㅜ_ㅜ 6. 옷 찜을 하신 후 톡을 주시면 저도 상태변경 하기가 수월해요^^	30000	9	1	18	131	505	3
519	54	(새상품) 셀 패딩세트	셀 패딩세트♡ ​ 완전 강추 상하세트입니다^^ 세트 가격 9만원대 상품이구요 대박특가로 드려요 패딩 카라자켓에 레깅스반바지 세트구요 따로 코디도 엄청 활용도 좋아요 원단 너무좋고 컬러감 등 고급스러워요 자켓안감 본딩, 바지 레깅스 안감기모 특가세일로 몇세트만!! ​ 베이지 : JM(바지길이76센치) ​ ₩23,000(착불) (정가 ₩92,000) ​ 제상품 합배 가능, 택비선불3000원 ***-****-**** 택비무료&에눌문의 사양해요 블로그 쭈쭈옷장 교환 반품 불가	23000	15	1	18	131	519	3
520	32	치크 보드(스키)바지 140 남아여아공용	한번입고 세탁했어요. 남아여아 다좋아요 택배비별도 (편의점 반값택배가능) 교신사절	9300	28	1	18	131	520	1
521	84	(새상품) ST 스커트	ST 스커트♡ ​ 기장 짧은 스트라이프 스커트입니다^^ 교복 스타일이라 상큼하죠 주름 스트라이프는 드문거같아요 봄에 이쁘게 코디해주세요 허리 반밴딩이구요 기장은 짧아요 ​ 브라운 : JS. JL​ ​ ₩8,000(착불) (정가 ₩29,000) ​ 제상품 합배 가능, 택비선불3000원 ***-****-**** 택비무료&에눌문의 사양해요 블로그 쭈쭈옷장 교환 반품 불가	8000	8	1	18	131	521	1
522	52	[여아동85] 아레나 실내수영복 122811	※ 착한가격 브랜드옷 우리아이는 ★인싸★ ※ 믿고사는상점 ( 팔로워1800명 / 후기700 ) ※ 매일 업데이트!! 팔로잉 필수!! 4000개상품!! ........................................................................................ ● 상태(사진참조) → 괜찮아요~ ........................................................................................ ○ 위 [카테고리] [사이즈] 체크!! 편리한 검색해요~ ○ 미세한 오염이나 색상 차이가 날 수 있어요~ ○ 구제의 특성상 교환 환불은 안되여~ ○ 로젠택배 3000원!! (5만원이상구매시무료배송♡) ◎ 문의 번개톡!! ***-****-**** 	13000	26	1	18	131	522	1
523	51	110) 유아 잠옷 유니콘	1. 택배비는 별도예요^^ 배송비 경기,서울 + 3000 그 외 타지역 + 3500 입니다 :-) 2. 중고거래인만큼. 중고인 만큼. 쿨거래 해주세요^^ 중고거래 특성상 반품 .교환. 환불은 안되오니. 신중한 구매를 부탁드려요 :-) 3. 혹시라도 불만이나. 건의 하실 있으시면 따로 이야기를 주세요^^! 오염이나. 문제 있는 부분은 되도록 미리 알려드리는데, 옷이 많다보니 혹 발견 못할 때도 있습니다~ 절대 의도적인 부분은 없으니 따로 말씀주세요~ 4. 중고 기준 나름 저렴하게 올리는 거니 너무 무리한 에눌은 피해주세여~^^ 5. 옷이 많아서 정리가 어려워요~ 문자 주고 받다가 상세컷이랑 문의 답변 다 드렸는데 중간에 말 끊어버리시고 그러시면 힘들어요~ ㅜ_ㅜ 6. 옷 찜을 하신 후 톡을 주시면 저도 상태변경 하기가 수월해요^^	9500	0	1	18	131	523	3
524	37	여아드레스	신이즈150호 새상품입니다 😀	45000	8	1	18	131	525	3
525	9	정품 버버리 키즈 기모 맨투맨 4y	정품 버버리 키즈 기모 맨투맨 4y 목 라벨은 제거 했어요	80000	40	0	18	132	514	1
526	15	DAKS 닥스 키즈셔츠 100(3y)	👉사이즈 100(3y) 👉설명: 오염.하자없이 상태좋아요 세탁완료했습니다 📦 택배안내 일반택배(3000원)/편의점반값택배(1800원) 가능 -반값택배는 받을수있는 CU나 GS 점포 알려주셔야합니다 -번개페이하실때 배송료포함료로 다시 요청하시거나/ 배송비 따로 계좌이체해주셔도됩니다 X 교환환불 X	10000	19	1	18	132	528	1
527	19	빈폴 정품 - 택130(7세)/새거수준	권장사이즈:7세 택:130 소재 : 모100% 네이비앤 노랑 고급 모직 아동가디건.. 새거수준 실측치수 가슴둘레 :74cm 어깨단면:30cm 팔길이 : 42cm 총길이 :44 cm 코 드: 35-45-83 묶음으로 5만원이상 구매시 무료배송 가능합니다.	18000	24	1	18	132	516	2
528	53	110)베베테일러 체크 니트	1. 택배비는 별도예요^^ 배송비 경기,서울 + 3000 그 외 타지역 + 3500 입니다 :-) 2. 중고거래인만큼. 중고인 만큼. 쿨거래 해주세요^^ 중고거래 특성상 반품 .교환. 환불은 안되오니. 신중한 구매를 부탁드려요 :-) 3. 혹시라도 불만이나. 건의 하실 있으시면 따로 이야기를 주세요^^! 오염이나. 문제 있는 부분은 되도록 미리 알려드리는데, 옷이 많다보니 혹 발견 못할 때도 있습니다~ 절대 의도적인 부분은 없으니 따로 말씀주세요~ 4. 중고 기준 나름 저렴하게 올리는 거니 너무 무리한 에눌은 피해주세여~^^ 5. 옷이 많아서 정리가 어려워요~ 문자 주고 받다가 상세컷이랑 문의 답변 다 드렸는데 중간에 말 끊어버리시고 그러시면 힘들어요~ ㅜ_ㅜ 6. 옷 찜을 하신 후 톡을 주시면 저도 상태변경 하기가 수월해요^^	11000	6	1	18	132	517	1
529	38	대장급 노스페이스 키즈 105(아동100도가능) 사이즈 히말라야 패딩점퍼	대장급 노스페이스 키즈 105사이즈 히말라야 구스다운 패딩 점퍼 기존 20만원에 팔았던 새상품급이 아닙니다. 아직 빵빵하고 에어 잘 살아 있지만 드라이 필요로하고 마지막 사진처럼 소매끝에 살짝 헤짐있고 가슴부분 찍힘있어 히말라야 전용 방수패치 붙여놓았습니다. 사진에 동그라미 친 부분입니다. 정품으로 as가능합니다. 아이가 자라 as까지 받지는 않았습니다.	100000	95	0	18	132	508	3
530	5	2023설빔/ 봄날 5종정장세트	사이즈: 90,100,110,120 🎊 선주문,순차발송으로 진행되며, 입금 후 오더를 넣었을경우 취소가 불가능합니다. 품절 취소 OK!. 사이즈 변경 OK! 🍓 판매상품 중 재고 보유 상품도 있지만 해외에서 입고되는 상품도 있습니다.^^ 🚛 배송일 <공휴일제외> 재고보유 상품 / 평균 1~2일, 물량증가 2~3일 소요. 재고소진 후 입고예정상품 / 평일기준 7~15일 (한국,중국 대명절일경우 더소요될 수 있으니 넉넉히 생각해주시고 주문주세욧~!♡) 🎁 교환&반품 관련 고객변심/박음질/미세한 불량으로 교환불가 @___@ 교환배송비 / 6,000원 반품 / 불가 🎈사이즈상담 사이즈상담은 카톡친추하여 문의주시거나 번톡으로 연락주시면 24시간 친절하게 칼답해드려용!	55000	5	1	18	132	518	1
531	82	블루독베이비 라마 자가드 티셔츠+바지 세트 100 사이즈	블루독베이비 라마 자가드 티셔츠+바지 세트 100 사이즈 22년 10월에 구매했는데 샀을 때부터 이미 사이즈가 작았어서ㅠㅠ 몇번 입히지 못한 채 아이가 더 커버렸어요. 가지고 있기는 의미가 없을 것 같아 판매합니다. 사진 자세히 찍어두었는데 상태가 너무 좋습니다. 100사이즈이고 상하의 함께 판매해요.  구매했던 사이트 제품 상세페이지에서 사이즈 info 캡쳐해왔어요. 참고하시면 좋을 것 같아요. 100사이즈는 24~36개월용이라고 적혀있네요.  봄, 가을에 입히기 좋은 두께이고  겨울에는 안에 내복 입히면 적당할 듯 합니다. 직거래: 서울 강남구 신사동 일반택배 : 3000원 반값택배 : 1600원 연락주세요 🙂	20000	22	1	18	132	519	2
532	24	보보쇼즈 데님팬츠	22fw 새상품 미시착 허리에 인밴드가 있어 조절가능! 실물이 더 예쁜 청바지👖 4-5y 6-7y 8-9y	74000	36	1	18	132	520	3
533	64	미니로디니 래쉬가드	사이즈 작아져 내놓습니다 목 부분 약간 늘어짐 있으나 전반적으로 상태좋습니다. 반값택배 또는 3000원 선불입니다. 입으면 너무 귀여워요😄	40000	9	1	18	132	522	2
534	76	데일리라이크 유아팬티	6-7세용 70호입니다 새상품이구요 팬티 맛집으로 유명한 데일리라이크 제품입니다 딸인데 잘못사서 내놔용	16000	2	1	18	132	523	3
535	29	바로배송) 베베드피노 신상 스키복 130	가격택 그대로 달려있습니다만 바코드부분만 잘려있습니다^^ 새옷이고 수량 3벌있어요! 😻배송 필독😻 -바로배송 -우체국 택배 발송 -택비 4000원 추가 -10만원 이상 무료배송	140000	24	0	18	132	526	1
536	14	기모 맨투맨 130	130사이즈 기모 1회착용 ※ 일반택배 3000원 (350g이상 3500원) ※ 반값택배 가능 (무게에 따라 가격 상이) ● 아이 둘 육아하다보니 답변이 늦을수있어요. ● 새상품은 새상품이라고 써놔요. ● 아이가 입던옷이다보니 얼룩있을수있어요. 얼룩있다고 써놓겠지만 제가 못본 얼룩이 더 있을순있어요. ● 교환.환불 어렵습니다. ● 5만원이상 무료배송	3500	15	1	18	133	514	2
537	54	DAKS 닥스 키즈셔츠 110	👉사이즈 110 권장연령 5세 가슴둘레 58 👉설명: 오염.하자없이 상태좋아요 세탁완료했습니다 📦 택배안내 일반택배(3000원)/편의점반값택배(1800원) 가능 -반값택배는 받을수있는 CU나 GS 점포 알려주세요 -번개페이하실때 택배알려주시면 가격 수정후 눌러주시면되요 X교환환불 X	10000	15	1	18	133	528	2
538	24	패딩조끼	거위 솜털80 깃털20 노스페이스 상태좋아요	15000	26	0	18	133	516	2
539	17	[키즈 S(140)] 폴로 랄프 로렌 RLX 베어 니트	*구제 의류 특성상 미처 발견하지못한 얼룩 등의 하자가 있을 수 있습니다. *에눌 묻지마세요. *교신 X, 터무니없는 가격흥정 받지 않겠습니다. *택배비 3,000원(제주, 산간지역 3,000원 추가 됩니다.) *5만원이상은 무료배송보내드립니다.(제주, 산간지역 3,000원) 대상 : 키즈 계절 : 가을/겨울 표기 사이즈 : 140 실측 (약간의 오차가 있을 수 있음. 1CM 내외) 1. 어깨 36 cm 2. 가슴 42 cm 3. 팔길이 50 cm 4. 기장 50 cm 폴로 랄프로렌 RLX 베어 니트입니다. 블랙 컬러입니다. 면, 울 혼방으로 부드럽고 따스하게 입기 좋습니다. 울, 토끼털, 캐시미어 등으로 베어 자수가 되어있습니다. 약간의 사용감있습니다. 밑단에 로고가 이쁜 정품입니다.	38000	47	1	18	133	517	1
540	71	내셔널지오그래픽키즈 롱패딩 150	상태 좋아요! 구매가 약 30만원 입니다 와펜도 다 있고요, 앞쪽 스몰로고, 등판 빅로고 둘다 자수에요 :) 다만 하자가 있다면 오른쪽 팔 이어지는 부분이 살짝 찢어져서 패딩과 같은 소재로 붙여놨어요! 내셔널 패딩사면 주는 스티커같은거 입니다.. 자세한건 인터넷 검색해보세요. 실제로보면 티 거의 안납니다. 하자 다 감안해서 가격올리고요, 추후에 세탁비 요구하거나 환불 요구하실분들은 그냥 공식홈페이지가서 새상품 구매해주세요 부피가 커서 방문택배 이용할꺼라 택배비는 5천원 착불로 보낼께요 중고상품이니 신중한 고민하시고 꼭 구매하실분들만 챗주세요 :) 안전결제 무조건 가능합니다!!! 큰돈일수록 무조건 안전결제 해야죠.. :) 계좌이체도 가능하니까 편하신걸로 해주세요!!!	100000	61	1	18	133	508	3
541	84	정품)버버리 키즈 네이비 트렌치 코트	버버리 키즈 네이비 트렌치 코트 상태 - 위 사진과 같이 자연스러운 생활감 외 전체적으로 양호한 상태입니다. 색상 - 네이비 소재 - 면 51% 폴리아미드 49% 실측 사이즈 - 어깨너비 36 가슴너비 45 팔길이 50 총장 66 표기 사이즈 - 10Y / 140CM 사이즈는 측정 방법에 따라 1~2cm 가량 차이날 수 있습니다. * 배송기간 주말,공휴일을 제외하고 보통 1 ~ 2 일 소요 됩니다.	120000	53	0	18	133	518	1
542	86	맨투맨 기모 상하세트 13호 (130)	맨투맨 기모 상하세트 13호 (130) 미세 보풀감 있어요	12000	18	1	18	133	519	1
543	13	빈폴 기모팬츠155사이즈	빈폴키즈 기모155사이즈입니다.정품인구요 두툼한 원단이라 겨울에 잘입혀질아이예요~^^ 애네2개만있어도 겨울 거뜬하죠?	50000	24	1	18	133	520	1
544	17	인디고뱅크키즈 래쉬가드 팝니다	인디고뱅크키즈 s L 각각 택포 16000원 새상품이지만 보관상 구김 얼룩 있을수 있어요 교환 반품 환불 안 됩니다 구김 심해요	16000	4	0	18	133	522	2
545	30	주니어 속옷 85 90 95	박스그대로 새것입니다 재질 정말좋습니다 85호 90호 95호 있습니다 상세설명 네이버검색부탁드려요 올린제품 다양하게많습니다 합배송가능 중고거래특성상반품불가 지에스반값1600 일반3500원입니다	7000	6	1	18	133	523	1
546	60	[130] 남아 한복 / 명절 / 설날 / 추석	화사하고 은은발랄한 느낌주는 남아한복입니다 -설날추석 총 2회착용후 보관중 -size 8호 (제품사진설명 사이즈표참고) -드라이완료 편의점반값택배 선불1800원 일반택배 3800원 필요하신 분 연락주세요	27000	3	1	18	133	527	1
547	50	4588 아디다스 슈퍼스타 핑크 210	사이즈 210 오염.하자없이 깨끗해요. 세탁해놨어요. *컬러감차이는 개인폰영향이나 불빛영향으로 실물과 다를수 있어요. *중고물품은 새상품이 아닙니다 사용감 있을수있어요. 새상품컨디션 원하시는 예민한분들은 피해주세요. *중고거래 특성상 교환.환불 안되니 신중히 구매부탁드려요. 착불기본(선불시+4000)	18000	23	1	18	134	529	2
548	5	리미떼두두 하트가방	새상품 교환.환불.에눌X 택착 cu반값 가능	20000	32	1	18	134	530	3
549	44	버버리 키즈 겨울 모직 모자 54사이즈	버버리 키즈 모직 겨울모자 54사이즈 입니다 검은색이라 먼지가 붙었는데 상태 깨끗합니다	30000	19	1	18	134	531	2
550	58	스폰지밥 시계	빈티지 제품이에요 구하기 어려워요 시계처럼 사용할 수는 있어요! 스폰지밥 옆에 버튼을 누르면 스폰지밥 바지 아래가 뿅 튀어나오면서 시계를 볼 수 있는 용도였지만… 💖🥹 시계 기능은 하지 못합니다 🥹💖	15000	27	1	18	134	532	3
551	7	2~3세 국산 ~유아 수면양말 유아양말 겨울양말	새제품/개별포장 ○ 수면양말 ○ 색상:브라운계열 2~3세 약 15~20개월 탁텔사라 포근 뽀송해요 ♥택배비3천별도 판매자 모든 상품 묶음배송가능 gs25 반값택배가능해요 ☆배송료 별도 3,000원	700	2	1	18	134	533	3
552	73	유아용 방한장갑 스키장갑	손바닥 미끄럼방지 처리 돼있고 튿어진곳 없이 상태 괜찮아요~ 사이즈는 유아, 미취학 아동 또는 손 작은 초등 저학년 정도 사용 가능할듯해요	3000	10	1	18	134	534	1
553	57	베이비돌 씨닝님 공구의상 마이멜로디,쿠로미 일괄 판매합니다	마멜 쿠로미 개당 5씩 일괄로 판매합니다💗 ❤️쿠로미 구매 원하시는 분이 계셔서 마이멜로디 구매하실분 계시면 따로 판매해드리겠습니다!!!❤️ 구성은 머리띠+의상+가방 입니다 하자없습니당 예민하신분과 거래하고싶지 않습니당🙏 구매후에는 교환X환불X 택포시 +4000원 해주세요💗	50000	122	1	18	135	535	1
554	70	가면라이더 csm 오즈 일괄 팝니다	Csm 오즈드 10주년 일반판(설명서 누락 에디션) Csm 타쟈니티 스피너(고다x) Csm 슈퍼타토바,깨진 타카,금간 타카,이마진,쇼커 Dx 오메달홀더 Dx 쿠쟈쿠,콘도르 하자는 csm 일반 타카메달에 기스하나 있는거랑 공정하자이던 csm 고릴라메달 콧털? 그거랑 위에 적은것처럼 설명서가 없는게 끝입니다 양이 워낙많다보니 가급적 착불로 보낼거같고 오즈드는 카톤에 송장붙여서 나머지는 따로 포장해서 2개로 나눠보낼거같고 직거래 가급적 우대함 직거래는 강서구 화곡동쪽입니다 가격은 일괄 47~48정도 생각중인데 조정가능합니다 많은 관심 바랍니다 직거래시 서비스로 사진에 보이는 아크릴판이랑 래빗탱크 보틀,장동드려요 쿨거시 네고 해드립니다 그 찔러만보시고 구매의사없으시면 연락주시거나 찜하시지마세요 시세 다 알아보고 가격 책정한겁니다 가격가지고 시비털면 바로 차단합니다	480000	198	1	18	135	536	3
555	40	해리포터 DVD	소장용으로 구입해뒀던 해리포터 dvd 판매합니다 마법사의 돌부터 죽음의성물 까지 전편있습니다 비닐 개봉만 해본 새상품입니다. 겉 종이박스에 흠집은 사진 참고바랍니다 *배송비 별도 3000원 *교환. 환불. 부분환불 불가하니 신중히 구입해주세요 *궁금하신 부분은 사전에 충분히 문의 부탁드려요 *네고 문의,찔러보기는 거절합니다 *마지막 대화후 10분간 연락이 없을시 구매의사 없으신걸로 간주합니다 *입금후 1-2일내 발송됩니다	30000	18	1	18	135	537	1
556	70	레고 닌자고 시즌16	일괄 25000입니다 반택 1600원 추가 쿨거시 택포 상태 최상입니다	25000	49	1	18	135	538	1
557	72	전동자동차	산지 좀 되서 배터리가 그리 많지 않아요. 배터리만 교체하면 잘 됩니다. 사용은 10번도 안했고 사용도 실내에서만 했어요.	30000	24	1	18	135	539	3
558	22	가면라이더 제로원 아타셰 칼리버 + 프로그라이즈 호퍼 블레이드	#NAME?	30000	68	1	18	135	540	2
559	64	헬로키티 욕실 물놀이	헬로키티 욕실 장난감 물총 입니다. 아이들 목욕이나 물놀이 할때 좋습니다. 귀여워서 일반 피규어 처럼 장식해 놓아도 좋습니다. 새상품 입니다. 택배가능 합니다. CU, GS 반값택배도 가능 합니다. (택배비 별도)	7000	9	1	18	135	541	3
560	61	어린이 접이식 놀이텐트 정리합니다.	어린이 접이식 놀이텐트를 정리합니다. 강아지 캐릭터를 형상화한 접이식 놀이텐트로서 아이들에게 인기만점인 놀이터 입니다. 특유의 아늑한 맛에 서로 들어가 놀려고 하죠. 상태는 매우 양호하고, 크기는 눈대중으로 길이 약 2m 전후에 폭 1m 이상으로 보입니다. 택배거래(별도,파손면책)도 가능합니다. ***-****-**** 입니다.	20000	0	1	18	135	542	2
561	27	물랑로티 오뚝이,국민애벌레외아기장난감	물랑로티.아기원목오뚝이 국민애벌레유모차인형 외.장난감 일괄판매해요 반값택배가능	7000	2	1	18	135	543	1
562	69	가면라이더 게이머 드라이버/가샤트	가면라이더 게이머드라이버 + 마이티액션×가샤트 , 태들퀘스트가샤트 , 뱅뱅순팅사샤트 , 가샤콘소드 세트입니다 사용감 있습니다 소리 정상작동 합니다 직거래장소 - 인천대화초 앞 택배 가능합니다 (편의점 반택 가능)	25000	43	1	18	135	544	3
