phno	uno	pno	date	size	state
847	12	60	2023-09-12	S(0),M(2),L(1),XL(2)	4
848	8	88	2023-09-12	S(2),M(1),L(0),XL(1)	3
849	9	45	2023-09-12	S(0),M(0),L(2),XL(2)	3
850	89	84	2023-09-12	S(0),M(2),L(2),XL(0)	6
851	16	46	2023-09-12	S(0),M(2),L(2),XL(2)	6
852	35	5	2023-09-12	S(2),M(1),L(2),XL(1)	4
853	87	100	2023-09-12	S(1),M(0),L(2),XL(0)	1
854	93	25	2023-09-12	S(0),M(0),L(1),XL(0)	6
855	92	23	2023-09-12	S(0),M(2),L(2),XL(0)	6
856	1	18	2023-09-12	S(0),M(2),L(0),XL(0)	2
857	71	8	2023-09-13	S(1),M(2),L(2),XL(0)	2
858	27	40	2023-09-13	S(1),M(1),L(2),XL(0)	1
859	55	12	2023-09-13	S(0),M(1),L(2),XL(0)	3
860	80	95	2023-09-13	S(2),M(1),L(1),XL(1)	1
861	90	21	2023-09-13	S(2),M(0),L(2),XL(2)	3
862	50	27	2023-09-13	S(0),M(2),L(2),XL(0)	3
863	16	73	2023-09-13	S(0),M(1),L(0),XL(2)	2
864	29	12	2023-09-13	S(2),M(1),L(0),XL(2)	5
865	89	78	2023-09-13	S(2),M(0),L(0),XL(0)	3
866	8	49	2023-09-13	S(2),M(1),L(1),XL(2)	1
867	65	88	2023-09-13	S(0),M(0),L(1),XL(1)	5
868	36	80	2023-09-13	S(1),M(1),L(0),XL(2)	3
869	13	38	2023-09-13	S(1),M(0),L(0),XL(0)	4
870	29	21	2023-09-14	S(2),M(2),L(1),XL(2)	4
871	34	3	2023-09-14	S(1),M(0),L(0),XL(0)	6
872	23	92	2023-09-14	S(2),M(1),L(0),XL(2)	6
873	31	7	2023-09-14	S(1),M(1),L(0),XL(1)	4
874	13	34	2023-09-14	S(0),M(2),L(0),XL(2)	2
875	1	61	2023-09-14	S(1),M(0),L(2),XL(1)	1
876	91	34	2023-09-14	S(1),M(2),L(1),XL(2)	3
877	41	41	2023-09-14	S(2),M(1),L(0),XL(1)	1
878	9	20	2023-09-14	S(2),M(0),L(1),XL(0)	2
879	99	37	2023-09-14	S(2),M(1),L(0),XL(0)	3
880	98	82	2023-09-14	S(1),M(0),L(2),XL(2)	1
881	17	41	2023-09-14	S(2),M(0),L(2),XL(1)	5
882	68	81	2023-09-14	S(0),M(1),L(0),XL(0)	6
883	98	3	2023-09-14	S(2),M(1),L(0),XL(0)	4
884	32	46	2023-09-14	S(1),M(1),L(2),XL(1)	6
885	16	86	2023-09-14	S(2),M(0),L(0),XL(2)	4
886	34	67	2023-09-14	S(2),M(0),L(1),XL(1)	4
887	24	59	2023-09-14	S(1),M(0),L(1),XL(0)	4
888	98	19	2023-09-14	S(2),M(0),L(0),XL(0)	5
889	90	82	2023-09-14	S(2),M(0),L(2),XL(1)	5
890	13	16	2023-09-15	S(2),M(1),L(2),XL(0)	2
891	41	42	2023-09-15	S(1),M(1),L(1),XL(2)	2
892	45	97	2023-09-15	S(2),M(0),L(1),XL(0)	1
893	5	53	2023-09-15	S(1),M(1),L(1),XL(2)	1
894	91	3	2023-09-15	S(0),M(0),L(1),XL(0)	4
895	52	100	2023-09-15	S(0),M(0),L(1),XL(2)	2
896	62	47	2023-09-15	S(1),M(0),L(1),XL(0)	2
897	16	39	2023-09-15	S(1),M(2),L(0),XL(0)	2
898	68	51	2023-09-15	S(2),M(2),L(2),XL(1)	4
899	1	80	2023-09-15	S(0),M(0),L(0),XL(2)	4
900	82	38	2023-09-15	S(2),M(2),L(0),XL(0)	1
901	13	13	2023-09-15	S(0),M(0),L(2),XL(0)	1
902	10	25	2023-09-15	S(1),M(0),L(2),XL(1)	1
903	41	46	2023-09-15	S(2),M(0),L(2),XL(0)	2
904	96	72	2023-09-15	S(1),M(1),L(0),XL(0)	5
905	46	18	2023-09-15	S(0),M(2),L(0),XL(0)	2
906	16	76	2023-09-15	S(1),M(1),L(1),XL(2)	5
907	100	68	2023-09-15	S(2),M(2),L(1),XL(2)	1
908	24	17	2023-09-15	S(1),M(1),L(1),XL(1)	4
909	6	46	2023-09-15	S(2),M(1),L(0),XL(2)	4
910	23	29	2023-09-15	S(2),M(2),L(1),XL(2)	5
911	44	5	2023-09-15	S(1),M(1),L(1),XL(2)	2
912	43	95	2023-09-15	S(0),M(2),L(1),XL(0)	1
913	54	52	2023-09-16	S(0),M(0),L(2),XL(2)	2
914	58	55	2023-09-16	S(1),M(2),L(2),XL(1)	3
915	15	79	2023-09-16	S(1),M(0),L(2),XL(2)	1
916	45	28	2023-09-16	S(1),M(2),L(0),XL(0)	6
917	100	23	2023-09-16	S(2),M(1),L(0),XL(1)	5
918	73	79	2023-09-16	S(1),M(1),L(1),XL(2)	4
919	31	97	2023-09-16	S(0),M(0),L(2),XL(0)	1
920	92	27	2023-09-16	S(1),M(0),L(1),XL(1)	3
921	4	32	2023-09-16	S(1),M(0),L(1),XL(1)	1
922	21	22	2023-09-16	S(0),M(1),L(2),XL(0)	3
923	94	75	2023-09-16	S(2),M(2),L(2),XL(1)	2
924	45	76	2023-09-16	S(1),M(0),L(1),XL(0)	3
925	41	30	2023-09-16	S(1),M(0),L(2),XL(2)	2
926	38	81	2023-09-16	S(0),M(1),L(2),XL(1)	5
927	6	59	2023-09-16	S(0),M(1),L(1),XL(1)	4
928	16	3	2023-09-16	S(0),M(2),L(1),XL(2)	3
929	51	17	2023-09-16	S(1),M(2),L(2),XL(1)	5
930	55	92	2023-09-16	S(2),M(0),L(2),XL(0)	3
931	93	64	2023-09-16	S(2),M(0),L(2),XL(2)	2
932	97	1	2023-09-16	S(2),M(2),L(0),XL(1)	4
933	21	97	2023-09-16	S(2),M(0),L(1),XL(2)	3
934	57	88	2023-09-16	S(0),M(1),L(2),XL(1)	1
935	58	17	2023-09-17	S(1),M(1),L(2),XL(0)	1
936	41	66	2023-09-17	S(1),M(0),L(1),XL(0)	1
937	100	51	2023-09-17	S(1),M(2),L(1),XL(2)	2
938	11	22	2023-09-17	S(1),M(2),L(2),XL(0)	2
939	77	85	2023-09-17	S(0),M(2),L(1),XL(1)	6
940	69	75	2023-09-17	S(0),M(1),L(2),XL(0)	3
941	85	58	2023-09-17	S(1),M(1),L(0),XL(1)	5
942	44	3	2023-09-17	S(1),M(0),L(1),XL(2)	6
943	60	80	2023-09-17	S(0),M(1),L(1),XL(2)	2
944	33	82	2023-09-17	S(1),M(0),L(2),XL(0)	5
945	63	10	2023-09-17	S(2),M(2),L(1),XL(0)	1
946	6	45	2023-09-17	S(0),M(0),L(1),XL(2)	1
947	71	42	2023-09-17	S(2),M(1),L(2),XL(0)	3
948	6	97	2023-09-17	S(0),M(2),L(1),XL(0)	4
949	7	15	2023-09-17	S(1),M(2),L(1),XL(1)	1
950	28	48	2023-09-17	S(1),M(0),L(0),XL(1)	2
951	15	33	2023-09-17	S(1),M(2),L(0),XL(2)	1
952	53	91	2023-09-17	S(1),M(2),L(2),XL(1)	1
953	10	81	2023-09-17	S(1),M(2),L(2),XL(0)	5
954	15	87	2023-09-17	S(0),M(1),L(1),XL(0)	3
955	18	39	2023-09-18	S(0),M(2),L(2),XL(1)	4
956	29	73	2023-09-18	S(2),M(2),L(0),XL(2)	6
957	67	78	2023-09-18	S(0),M(2),L(2),XL(0)	1
958	67	43	2023-09-18	S(2),M(2),L(2),XL(0)	3
959	74	50	2023-09-18	S(1),M(2),L(1),XL(1)	6
960	10	90	2023-09-18	S(1),M(2),L(0),XL(2)	1
961	92	8	2023-09-18	S(2),M(1),L(0),XL(2)	5
962	19	84	2023-09-18	S(0),M(1),L(1),XL(0)	1
963	48	29	2023-09-18	S(0),M(1),L(0),XL(0)	5
964	70	74	2023-09-18	S(1),M(1),L(0),XL(2)	3
965	55	54	2023-09-18	S(2),M(1),L(1),XL(0)	6
966	86	56	2023-09-18	S(1),M(1),L(1),XL(0)	2
967	38	49	2023-09-18	S(0),M(0),L(2),XL(2)	3
968	25	17	2023-09-18	S(0),M(2),L(1),XL(1)	3
969	31	56	2023-09-18	S(1),M(0),L(1),XL(0)	3
970	55	50	2023-09-18	S(0),M(1),L(0),XL(1)	2
971	86	8	2023-09-18	S(0),M(0),L(0),XL(1)	6
972	91	15	2023-09-18	S(1),M(0),L(1),XL(2)	6
973	71	45	2023-09-19	S(1),M(0),L(1),XL(0)	1
974	49	77	2023-09-19	S(2),M(0),L(1),XL(1)	1
975	60	41	2023-09-19	S(0),M(0),L(2),XL(2)	3
976	32	40	2023-09-19	S(1),M(0),L(2),XL(1)	5
977	71	7	2023-09-19	S(0),M(0),L(2),XL(0)	5
978	7	93	2023-09-19	S(1),M(1),L(2),XL(0)	1
979	13	50	2023-09-19	S(2),M(0),L(1),XL(0)	1
980	16	80	2023-09-19	S(0),M(1),L(1),XL(0)	4
981	73	40	2023-09-19	S(0),M(1),L(0),XL(0)	2
982	17	13	2023-09-19	S(1),M(2),L(2),XL(0)	6
983	1	97	2023-09-19	S(2),M(2),L(1),XL(2)	4
984	60	29	2023-09-19	S(0),M(0),L(2),XL(0)	4
985	85	84	2023-09-19	S(0),M(0),L(0),XL(1)	2
986	88	99	2023-09-19	S(1),M(2),L(2),XL(1)	4
987	4	96	2023-09-19	S(1),M(0),L(0),XL(2)	4
988	68	30	2023-09-19	S(2),M(2),L(2),XL(2)	1
989	94	15	2023-09-19	S(2),M(2),L(2),XL(0)	6
990	76	67	2023-09-19	S(0),M(0),L(1),XL(2)	6
991	95	23	2023-09-19	S(0),M(0),L(1),XL(2)	4
992	34	32	2023-09-20	S(1),M(2),L(2),XL(2)	5
993	91	66	2023-09-20	S(0),M(1),L(1),XL(0)	4
994	60	7	2023-09-20	S(0),M(2),L(0),XL(0)	2
995	40	48	2023-09-20	S(2),M(0),L(1),XL(2)	2
996	44	51	2023-09-20	S(2),M(0),L(2),XL(2)	2
997	19	74	2023-09-20	S(2),M(0),L(0),XL(2)	5
998	88	12	2023-09-20	S(0),M(2),L(0),XL(1)	6
999	100	81	2023-09-20	S(1),M(0),L(2),XL(2)	3
1000	56	39	2023-09-20	S(0),M(0),L(1),XL(1)	4
1001	23	88	2023-09-20	S(1),M(1),L(2),XL(0)	5
1002	10	47	2023-09-20	S(2),M(2),L(1),XL(1)	2
1003	6	73	2023-09-20	S(1),M(2),L(1),XL(1)	3
1004	51	69	2023-09-20	S(0),M(0),L(2),XL(0)	5
1005	95	15	2023-09-20	S(1),M(1),L(2),XL(1)	1
1006	4	51	2023-09-20	S(0),M(2),L(1),XL(0)	3
1007	4	22	2023-09-20	S(2),M(0),L(1),XL(1)	3
1008	43	91	2023-09-20	S(0),M(2),L(1),XL(2)	6
1009	59	42	2023-09-20	S(0),M(2),L(0),XL(2)	4
1010	19	86	2023-09-20	S(0),M(1),L(1),XL(1)	2
1011	10	5	2023-09-20	S(0),M(1),L(1),XL(2)	6
1012	92	14	2023-09-20	S(1),M(0),L(1),XL(1)	4
1013	43	4	2023-09-20	S(0),M(2),L(0),XL(2)	3
1014	74	96	2023-09-21	S(0),M(1),L(0),XL(1)	4
1015	65	28	2023-09-21	S(1),M(1),L(1),XL(2)	2
1016	85	47	2023-09-21	S(1),M(1),L(0),XL(1)	3
1017	94	13	2023-09-21	S(2),M(1),L(2),XL(1)	2
1018	86	37	2023-09-21	S(1),M(1),L(1),XL(2)	3
1019	24	75	2023-09-21	S(2),M(1),L(2),XL(1)	1
1020	35	53	2023-09-21	S(1),M(2),L(0),XL(2)	1
1021	77	95	2023-09-21	S(2),M(1),L(1),XL(1)	1
1022	90	95	2023-09-21	S(0),M(0),L(2),XL(1)	5
1023	28	25	2023-09-21	S(1),M(1),L(0),XL(0)	2
1024	5	10	2023-09-21	S(0),M(2),L(2),XL(1)	2
1025	5	77	2023-09-21	S(0),M(2),L(0),XL(1)	5
1026	90	2	2023-09-21	S(0),M(1),L(1),XL(0)	3
1027	12	87	2023-09-21	S(2),M(0),L(1),XL(2)	1
1028	37	79	2023-09-21	S(0),M(1),L(2),XL(2)	1
1029	64	27	2023-09-21	S(0),M(1),L(2),XL(0)	1
1030	57	84	2023-09-21	S(2),M(1),L(2),XL(0)	6
1031	96	6	2023-09-21	S(2),M(1),L(0),XL(0)	2
1032	40	86	2023-09-21	S(1),M(2),L(0),XL(1)	4
1033	85	5	2023-09-21	S(2),M(2),L(1),XL(1)	6
1034	69	82	2023-09-21	S(1),M(0),L(1),XL(0)	2
1035	100	2	2023-09-21	S(0),M(0),L(1),XL(0)	1
1036	43	53	2023-09-22	S(1),M(1),L(2),XL(2)	4
1037	57	92	2023-09-22	S(2),M(1),L(1),XL(2)	3
1038	35	76	2023-09-22	S(0),M(0),L(1),XL(0)	5
1039	78	82	2023-09-22	S(2),M(1),L(1),XL(0)	1
1040	54	18	2023-09-22	S(2),M(2),L(2),XL(1)	5
1041	66	48	2023-09-22	S(1),M(0),L(0),XL(1)	3
1042	88	55	2023-09-22	S(1),M(2),L(0),XL(0)	5
1043	7	8	2023-09-22	S(2),M(0),L(2),XL(1)	3
1044	93	18	2023-09-22	S(0),M(1),L(1),XL(0)	5
1045	78	65	2023-09-22	S(2),M(1),L(2),XL(2)	3
1046	66	11	2023-09-22	S(2),M(1),L(2),XL(2)	1
1047	62	73	2023-09-22	S(1),M(2),L(0),XL(2)	3
1048	73	5	2023-09-22	S(0),M(2),L(1),XL(2)	6
1049	96	78	2023-09-22	S(2),M(0),L(0),XL(2)	3
1050	21	79	2023-09-22	S(2),M(0),L(0),XL(0)	1
1051	84	94	2023-09-22	S(1),M(2),L(1),XL(0)	5
1052	61	78	2023-09-22	S(2),M(1),L(1),XL(1)	3
1053	18	8	2023-09-22	S(0),M(1),L(2),XL(0)	4
1054	34	80	2023-09-22	S(0),M(2),L(1),XL(2)	5
1055	99	46	2023-09-23	S(2),M(1),L(0),XL(0)	4
1056	94	60	2023-09-23	S(2),M(2),L(1),XL(1)	3
1057	65	43	2023-09-23	S(1),M(1),L(0),XL(0)	3
1058	6	18	2023-09-23	S(1),M(2),L(0),XL(2)	4
1059	88	8	2023-09-23	S(0),M(1),L(0),XL(1)	3
1060	40	33	2023-09-23	S(0),M(1),L(2),XL(2)	2
1061	30	3	2023-09-23	S(0),M(2),L(2),XL(0)	2
1062	92	69	2023-09-23	S(1),M(2),L(1),XL(0)	2
1063	99	8	2023-09-23	S(0),M(1),L(1),XL(1)	5
1064	43	61	2023-09-23	S(1),M(2),L(2),XL(0)	3
1065	92	8	2023-09-23	S(1),M(1),L(2),XL(2)	1
1066	62	3	2023-09-23	S(1),M(1),L(1),XL(1)	3
1067	12	85	2023-09-23	S(0),M(2),L(1),XL(1)	1
1068	33	52	2023-09-23	S(2),M(1),L(2),XL(1)	2
1069	53	95	2023-09-23	S(1),M(0),L(2),XL(2)	3
1070	11	55	2023-09-23	S(1),M(1),L(2),XL(0)	1
1071	35	38	2023-09-23	S(2),M(0),L(1),XL(0)	2
1072	3	56	2023-09-23	S(1),M(2),L(0),XL(0)	3
1073	88	2	2023-09-23	S(1),M(1),L(0),XL(0)	4
1074	7	41	2023-09-23	S(1),M(1),L(1),XL(0)	1
1075	25	36	2023-09-23	S(1),M(0),L(0),XL(2)	1
1076	14	61	2023-09-23	S(0),M(0),L(1),XL(0)	3
1077	90	20	2023-09-23	S(2),M(0),L(1),XL(1)	3
1078	44	48	2023-09-23	S(1),M(2),L(1),XL(1)	1
1079	36	5	2023-09-23	S(0),M(2),L(2),XL(1)	4
1080	74	73	2023-09-24	S(2),M(1),L(1),XL(1)	6
1081	44	9	2023-09-24	S(2),M(0),L(1),XL(0)	6
1082	18	51	2023-09-24	S(1),M(0),L(0),XL(2)	2
1083	32	7	2023-09-24	S(2),M(0),L(0),XL(2)	4
1084	76	9	2023-09-24	S(2),M(1),L(2),XL(0)	4
1085	16	49	2023-09-24	S(0),M(2),L(1),XL(1)	5
1086	18	100	2023-09-24	S(0),M(0),L(0),XL(1)	5
1087	4	63	2023-09-24	S(2),M(0),L(2),XL(1)	1
1088	28	18	2023-09-24	S(1),M(1),L(2),XL(1)	3
1089	8	43	2023-09-24	S(0),M(2),L(1),XL(1)	5
1090	86	46	2023-09-24	S(1),M(2),L(1),XL(0)	4
1091	88	31	2023-09-24	S(1),M(0),L(0),XL(0)	3
1092	57	90	2023-09-24	S(0),M(1),L(1),XL(0)	5
1093	27	76	2023-09-24	S(2),M(0),L(0),XL(0)	2
1094	15	57	2023-09-24	S(2),M(2),L(0),XL(1)	5
1095	39	61	2023-09-24	S(1),M(2),L(2),XL(1)	5
1096	42	27	2023-09-24	S(1),M(2),L(2),XL(1)	6
1097	22	54	2023-09-24	S(0),M(0),L(0),XL(1)	6
1098	69	51	2023-09-25	S(1),M(2),L(2),XL(1)	2
1099	50	67	2023-09-25	S(2),M(1),L(0),XL(1)	4
1100	1	79	2023-09-25	S(0),M(2),L(1),XL(2)	4
1101	2	5	2023-09-25	S(0),M(0),L(2),XL(2)	1
1102	28	43	2023-09-25	S(2),M(0),L(1),XL(0)	1
1103	77	48	2023-09-25	S(2),M(2),L(2),XL(2)	3
1104	54	48	2023-09-25	S(2),M(1),L(2),XL(0)	6
1105	13	34	2023-09-25	S(2),M(2),L(0),XL(2)	2
1106	38	79	2023-09-25	S(2),M(2),L(1),XL(2)	4
1107	97	38	2023-09-25	S(2),M(0),L(2),XL(1)	5
1108	6	51	2023-09-25	S(2),M(1),L(2),XL(1)	3
1109	28	36	2023-09-25	S(2),M(0),L(1),XL(2)	4
1110	100	16	2023-09-25	S(0),M(2),L(2),XL(0)	4
1111	32	29	2023-09-25	S(0),M(1),L(0),XL(2)	4
1112	75	61	2023-09-25	S(1),M(1),L(0),XL(0)	3
1113	72	93	2023-09-25	S(2),M(2),L(1),XL(0)	6
1114	60	42	2023-09-25	S(2),M(0),L(2),XL(0)	2
1115	35	35	2023-09-25	S(2),M(2),L(2),XL(1)	2
1116	86	64	2023-09-25	S(1),M(2),L(0),XL(2)	3
1117	76	33	2023-09-25	S(0),M(2),L(1),XL(2)	3
1118	86	17	2023-09-25	S(2),M(0),L(1),XL(1)	3
1119	76	99	2023-09-25	S(0),M(1),L(1),XL(2)	1
1120	3	9	2023-09-25	S(0),M(1),L(1),XL(1)	6
1121	60	33	2023-09-25	S(0),M(2),L(0),XL(0)	1
1122	89	87	2023-09-26	S(1),M(1),L(0),XL(0)	3
1123	48	12	2023-09-26	S(2),M(0),L(0),XL(1)	2
1124	37	74	2023-09-26	S(2),M(2),L(1),XL(0)	3
1125	5	68	2023-09-26	S(0),M(1),L(1),XL(2)	6
1126	91	78	2023-09-26	S(0),M(0),L(2),XL(0)	6
1127	54	83	2023-09-26	S(0),M(0),L(2),XL(1)	6
1128	3	83	2023-09-26	S(1),M(0),L(2),XL(1)	4
1129	12	8	2023-09-26	S(1),M(2),L(0),XL(0)	5
1130	92	18	2023-09-26	S(0),M(1),L(0),XL(0)	2
1131	39	39	2023-09-26	S(1),M(0),L(2),XL(0)	3
1132	90	98	2023-09-26	S(2),M(2),L(0),XL(0)	2
1133	45	76	2023-09-26	S(0),M(1),L(0),XL(2)	1
1134	31	57	2023-09-26	S(1),M(0),L(0),XL(2)	4
1135	46	12	2023-09-26	S(2),M(0),L(2),XL(0)	5
1136	10	16	2023-09-26	S(1),M(0),L(2),XL(0)	4
1137	3	50	2023-09-26	S(2),M(2),L(1),XL(2)	5
1138	71	75	2023-09-26	S(1),M(2),L(2),XL(1)	6
1139	51	84	2023-09-26	S(2),M(2),L(1),XL(1)	4
1140	82	41	2023-09-26	S(0),M(0),L(2),XL(2)	5
1141	79	54	2023-09-26	S(1),M(1),L(0),XL(0)	3
1142	10	92	2023-09-27	S(2),M(2),L(0),XL(1)	5
1143	25	25	2023-09-27	S(1),M(2),L(0),XL(2)	5
1144	16	11	2023-09-27	S(1),M(1),L(2),XL(2)	3
1145	7	86	2023-09-27	S(0),M(0),L(2),XL(1)	3
1146	31	24	2023-09-27	S(0),M(1),L(2),XL(1)	4
1147	87	78	2023-09-27	S(0),M(1),L(2),XL(0)	2
1148	19	74	2023-09-27	S(0),M(2),L(2),XL(2)	5
1149	100	94	2023-09-27	S(2),M(2),L(0),XL(0)	1
1150	85	34	2023-09-27	S(2),M(1),L(0),XL(0)	5
1151	48	57	2023-09-27	S(2),M(0),L(2),XL(0)	2
1152	62	81	2023-09-27	S(1),M(2),L(2),XL(2)	2
1153	39	28	2023-09-27	S(0),M(2),L(2),XL(2)	2
1154	89	98	2023-09-27	S(2),M(0),L(0),XL(2)	5
1155	83	45	2023-09-27	S(2),M(2),L(1),XL(1)	4
1156	62	14	2023-09-27	S(2),M(2),L(0),XL(2)	4
1157	52	12	2023-09-27	S(2),M(0),L(1),XL(0)	3
1158	95	68	2023-09-28	S(0),M(0),L(1),XL(1)	5
1159	14	25	2023-09-28	S(2),M(2),L(1),XL(1)	4
1160	63	79	2023-09-28	S(0),M(0),L(0),XL(2)	6
1161	74	50	2023-09-28	S(2),M(0),L(0),XL(1)	1
1162	43	47	2023-09-28	S(0),M(1),L(0),XL(1)	5
1163	17	87	2023-09-28	S(1),M(2),L(2),XL(0)	5
1164	42	29	2023-09-28	S(0),M(0),L(1),XL(1)	2
1165	93	77	2023-09-28	S(0),M(1),L(2),XL(0)	4
1166	2	17	2023-09-28	S(1),M(0),L(2),XL(1)	4
1167	68	49	2023-09-28	S(2),M(0),L(1),XL(2)	2
1168	11	66	2023-09-28	S(0),M(0),L(0),XL(2)	1
1169	100	10	2023-09-28	S(0),M(2),L(0),XL(1)	4
1170	88	19	2023-09-28	S(2),M(0),L(2),XL(2)	5
1171	84	67	2023-09-28	S(2),M(2),L(1),XL(0)	3
1172	54	46	2023-09-28	S(0),M(0),L(0),XL(2)	5
1173	44	1	2023-09-29	S(0),M(1),L(0),XL(1)	2
1174	54	87	2023-09-29	S(1),M(2),L(0),XL(2)	3
1175	100	41	2023-09-29	S(0),M(1),L(0),XL(0)	5
1176	26	76	2023-09-29	S(2),M(0),L(1),XL(1)	1
1177	73	67	2023-09-29	S(2),M(2),L(2),XL(0)	1
1178	12	29	2023-09-29	S(2),M(2),L(0),XL(2)	2
1179	74	3	2023-09-29	S(1),M(2),L(2),XL(1)	6
1180	90	51	2023-09-29	S(1),M(0),L(2),XL(1)	2
1181	85	77	2023-09-29	S(0),M(0),L(0),XL(1)	5
1182	91	95	2023-09-29	S(2),M(0),L(1),XL(0)	6
1183	76	38	2023-09-29	S(0),M(0),L(2),XL(0)	2
1184	2	77	2023-09-29	S(1),M(2),L(1),XL(2)	5
1185	83	8	2023-09-29	S(1),M(0),L(2),XL(1)	4
1186	53	25	2023-09-29	S(0),M(1),L(1),XL(1)	4
1187	5	59	2023-09-29	S(0),M(2),L(2),XL(0)	2
1188	7	61	2023-09-29	S(0),M(0),L(2),XL(1)	4
1189	56	4	2023-09-30	S(2),M(0),L(1),XL(2)	6
1190	41	60	2023-09-30	S(1),M(1),L(1),XL(0)	6
1191	46	16	2023-09-30	S(1),M(1),L(1),XL(0)	6
1192	97	29	2023-09-30	S(0),M(1),L(1),XL(1)	1
1193	91	53	2023-09-30	S(0),M(0),L(0),XL(2)	4
1194	32	59	2023-09-30	S(1),M(0),L(1),XL(1)	1
1195	60	4	2023-09-30	S(2),M(2),L(0),XL(0)	5
1196	43	77	2023-09-30	S(1),M(1),L(2),XL(2)	6
1197	19	37	2023-09-30	S(1),M(1),L(2),XL(2)	3
1198	53	74	2023-09-30	S(0),M(0),L(2),XL(2)	1
1199	94	16	2023-09-30	S(1),M(2),L(1),XL(1)	6
1200	55	53	2023-09-30	S(1),M(2),L(0),XL(2)	6
1201	90	47	2023-09-30	S(1),M(0),L(2),XL(2)	4
1202	4	6	2023-09-30	S(0),M(2),L(1),XL(2)	5
1203	2	80	2023-09-30	S(0),M(0),L(2),XL(0)	1
1204	10	7	2023-09-30	S(0),M(2),L(1),XL(2)	4
1205	9	29	2023-09-30	S(2),M(1),L(1),XL(1)	4
1206	75	96	2023-09-30	S(1),M(0),L(0),XL(2)	4
1207	90	94	2023-09-30	S(2),M(0),L(1),XL(2)	2
1208	92	44	2023-10-01	S(1),M(0),L(2),XL(1)	1
1209	55	60	2023-10-01	S(2),M(1),L(1),XL(2)	4
1210	94	24	2023-10-01	S(1),M(2),L(2),XL(2)	4
1211	39	58	2023-10-01	S(1),M(2),L(2),XL(2)	3
1212	1	55	2023-10-01	S(0),M(0),L(0),XL(1)	3
1213	22	80	2023-10-01	S(0),M(0),L(0),XL(1)	2
1214	31	91	2023-10-01	S(0),M(1),L(1),XL(0)	2
1215	92	46	2023-10-01	S(1),M(0),L(2),XL(1)	1
1216	75	71	2023-10-01	S(2),M(2),L(2),XL(1)	3
1217	15	54	2023-10-01	S(2),M(2),L(2),XL(2)	1
1218	76	97	2023-10-01	S(2),M(2),L(1),XL(2)	3
1219	87	18	2023-10-01	S(0),M(2),L(2),XL(0)	5
1220	9	27	2023-10-01	S(1),M(2),L(2),XL(2)	1
1221	6	21	2023-10-01	S(1),M(2),L(1),XL(1)	4
1222	82	98	2023-10-01	S(2),M(0),L(1),XL(2)	2
1223	44	32	2023-10-01	S(2),M(0),L(2),XL(1)	1
1224	14	13	2023-10-01	S(2),M(2),L(2),XL(1)	6
1225	85	26	2023-10-01	S(0),M(1),L(0),XL(1)	2
1226	55	12	2023-10-01	S(1),M(2),L(2),XL(2)	3
1227	76	3	2023-10-01	S(1),M(0),L(0),XL(2)	4
1228	41	33	2023-10-01	S(0),M(0),L(2),XL(1)	2
1229	24	53	2023-10-01	S(1),M(0),L(1),XL(2)	2
1230	32	61	2023-10-02	S(0),M(2),L(2),XL(2)	3
1231	33	37	2023-10-02	S(2),M(2),L(1),XL(0)	6
1232	5	72	2023-10-02	S(2),M(1),L(2),XL(0)	4
1233	12	85	2023-10-02	S(2),M(0),L(2),XL(1)	6
1234	34	36	2023-10-02	S(2),M(1),L(0),XL(0)	4
1235	83	46	2023-10-02	S(2),M(2),L(1),XL(2)	2
1236	59	34	2023-10-02	S(0),M(2),L(0),XL(0)	1
1237	80	10	2023-10-02	S(2),M(0),L(1),XL(1)	4
1238	67	21	2023-10-02	S(2),M(2),L(0),XL(0)	4
1239	45	31	2023-10-02	S(2),M(1),L(0),XL(1)	6
1240	64	11	2023-10-02	S(2),M(1),L(0),XL(2)	6
1241	68	16	2023-10-03	S(2),M(2),L(1),XL(0)	3
1242	14	27	2023-10-03	S(0),M(2),L(2),XL(0)	1
1243	81	74	2023-10-03	S(2),M(0),L(1),XL(0)	6
1244	39	8	2023-10-03	S(0),M(2),L(2),XL(2)	5
1245	4	89	2023-10-03	S(2),M(1),L(2),XL(2)	6
1246	50	74	2023-10-03	S(0),M(0),L(0),XL(1)	2
1247	1	40	2023-10-03	S(2),M(2),L(2),XL(1)	2
1248	24	61	2023-10-03	S(1),M(2),L(0),XL(0)	4
1249	67	53	2023-10-03	S(0),M(1),L(0),XL(1)	3
1250	42	33	2023-10-03	S(0),M(2),L(2),XL(1)	4
1251	94	14	2023-10-03	S(0),M(2),L(2),XL(0)	1
1252	5	100	2023-10-03	S(0),M(1),L(0),XL(1)	5
1253	53	16	2023-10-03	S(1),M(1),L(2),XL(0)	5
1254	36	47	2023-10-03	S(2),M(0),L(0),XL(0)	1
1255	31	76	2023-10-03	S(2),M(2),L(1),XL(1)	5
1256	75	21	2023-10-03	S(2),M(0),L(1),XL(1)	5
1257	67	10	2023-10-03	S(0),M(1),L(2),XL(1)	5
1258	80	35	2023-10-03	S(0),M(2),L(0),XL(0)	1
1259	67	34	2023-10-04	S(1),M(2),L(2),XL(2)	2
1260	27	55	2023-10-04	S(2),M(2),L(2),XL(1)	3
1261	80	29	2023-10-04	S(1),M(2),L(2),XL(0)	2
